SRL #,Date -Sampled-,Sample Site,Shellfish -code-,Mod-PSP Median,PSP -ug/100 g-,County,Sample Type,Species,Latitude,Longitude
M18P00847,11/20/18,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M18P00848,11/5/18,"Stinson Beach, Red Rock Beach",MUSW,<,34,Marin,"Sea Mussel, wild",Mytilus californianus,37.888778,-122.633123
M18P00850,11/25/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00851,11/25/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00857,11/26/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00860,11/20/18,Bean Hollow State Beach,MUSW,,36,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.2243,-122.4095
M18P00861,11/20/18,Pillar Point,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M18P00862,11/28/18,Santa Cruz Wharf,MUSS,<,34,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00865,12/2/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00866,12/2/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00872,12/3/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00875,12/4/18,"Monterey Bay, Commercial Wharf",MUSW,<,35,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M18P00880,12/5/18,Schoolhouse Beach,MUSW,n,,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.375,-123.079084
M18P00881,12/5/18,"Drakes Bay, Chimney Rock LBS",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M18P00882,12/6/18,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M18P00883,12/5/18,Santa Cruz Wharf,MUSS,,39,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00885,12/9/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00886,12/8/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00891,12/10/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00892,12/6/18,"Santa Cruz, Davenport Landing",MUSW,<,36,Santa Cruz,"Sea Mussel, wild",Mytilus californianus,37.024226,-122.21606
M18P00896,12/12/18,Santa Cruz Wharf,MUSS,,38,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00897,12/15/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00898,12/16/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00905,12/18/18,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M18P00907,12/18/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00908,12/23/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00909,12/22/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00910,12/22/18,Schoolhouse Beach,MUSW,n,,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.375,-123.079084
M18P00911,12/19/18,Santa Cruz Wharf,MUSS,,43,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00912,12/20/18,"Drakes Bay, Chimney Rock LBS",MUSS,<,36,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M18P00914,12/26/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00919,12/29/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00920,12/30/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M19P00003,1/2/19,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M19P00009,1/5/19,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M19P00010,1/6/19,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M19P00015,1/7/19,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M19P00017,1/2/19,Pillar Point,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M19P00018,1/9/19,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M19P00019,1/13/19,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M19P00020,1/13/19,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M19P00021,1/14/19,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M19P00030,1/16/19,Santa Cruz Wharf,MUSS,,38,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M19P00031,1/21/19,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M19P00036,1/21/19,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M19P00037,1/21/19,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M19P00042,1/23/19,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M19P00043,1/27/19,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M19P00044,1/27/19,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M19P00047,1/28/19,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M19P00053,1/29/19,Bean Hollow State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.2243,-122.4095
M19P00054,1/30/19,"Santa Cruz, Four Mile Beach",MUSW,n,,Santa Cruz,"Sea Mussel, wild",Mytilus californianus,36.964055,-122.123653
M19P00055,1/30/19,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M19P00057,2/3/19,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M19P00058,2/3/19,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M19P00065,2/5/19,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M19P00069,2/6/19,"Monterey Bay, Commercial Wharf",MUSW,<,34,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M19P00071,2/7/19,"Drakes Bay, Chimney Rock LBS",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M19P00072,2/7/19,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M19P00073,2/10/19,"Tomales Bay, Lease #M430-15-M",MUBC,<,36,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M19P00077,2/11/19,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M19P00078,2/11/19,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M19P00081,2/13/19,Santa Cruz Wharf,MUSS,<,36,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M19P00082,2/17/19,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M19P00083,2/18/19,"Tomales Bay, Lease #M430-15-M",MUSS,<,35,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M19P00084,2/18/19,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M19P00091,2/18/19,"Monterey, Point Joe",MUSW,n,,Monterey,"Sea Mussel, wild",Mytilus californianus,36.609098,-121.959517
M19P00094,2/19/19,"Drakes Bay, Chimney Rock LBS",MUSS,<,36,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M19P00095,2/21/19,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M19P00096,2/20/19,Santa Cruz Wharf,MUSS,<,36,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M19P00097,2/18/19,Baker Beach,MUSW,n,,San Francisco,"Sea Mussel, wild",Mytilus californianus,37.792051,-122.485197
M19P00098,2/24/19,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M19P00099,2/23/19,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M19P00100,2/25/19,"Tomales Bay, Lease #M430-05-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.11535,-122.85936
M19P00107,2/27/19,"Monterey Bay, Commercial Wharf",MUSW,,33,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M19P00110,3/3/19,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M19P00111,3/3/19,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M19P00113,3/4/19,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M19P00118,3/5/19,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M19P00119,3/5/19,"Drakes Bay, Chimney Rock LBS",MUSS,,38,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M19P00121,2/28/19,Pillar Point,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M19P00123,3/10/19,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M19P00124,3/10/19,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M19P00130,3/11/19,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M19P00133,3/13/19,Santa Cruz Wharf,MUSS,,40,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M19P00134,3/14/19,Rodeo Beach,MUSW,n,,Marin,"Sea Mussel, wild",Mytilus californianus,37.82797,-122.53495
M19P00136,3/17/19,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M19P00137,3/17/19,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M19P00138,3/18/19,McClures Beach,MUSW,<,36,Marin,"Sea Mussel, wild",Mytilus californianus,38.1866,-122.9644
M19P00139,3/18/19,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M19P00146,3/18/19,Schoolhouse Beach,MUSW,n,,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.375,-123.079084
M19P00150,3/15/19,Bean Hollow State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.2243,-122.4095
M19P00151,3/9/19,China Beach,MUSW,n,,San Francisco,"Sea Mussel, wild",Mytilus californianus,37.787573,-122.494628
M19P00152,3/19/19,"Santa Cruz, Four Mile Beach",MUSW,<,36,Santa Cruz,"Sea Mussel, wild",Mytilus californianus,36.964055,-122.123653
M19P00153,3/20/19,"Monterey Bay, Commercial Wharf",MUSW,<,36,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M19P00154,3/20/19,"Drakes Bay, Chimney Rock LBS",MUSS,,76,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M19P00155,3/20/19,"Bodega Harbor, USCG Dock",MUSS,,40,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M19P00156,3/20/19,"Monterey, Point Joe",MUSW,<,35,Monterey,"Sea Mussel, wild",Mytilus californianus,36.609098,-121.959517
M19P00158,3/17/19,"Santa Cruz, Davenport Landing",MUSW,,40,Santa Cruz,"Sea Mussel, wild",Mytilus californianus,37.024226,-122.21606
M19P00159,3/24/19,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M19P00160,3/24/19,"Tomales Bay, Lease #M430-15-M",MUSS,,36,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M19P00164,3/25/19,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M19P00169,3/16/19,"Pacifica, Mori Point",MUSW,,39,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.620128,-122.498959
M19P00170,3/26/19,"Monterey Bay, Commercial Wharf",MUSW,,38,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M19P00175,3/27/19,Santa Cruz Wharf,MUSS,,36,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M19P00180,4/1/19,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M19P00183,3/31/19,"Tomales Bay, Lease #M430-15-M",MUSS,,36,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M19P00184,3/31/19,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M19P00186,3/31/19,Pescadero State Beach,MUSW,<,36,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M19P00187,4/2/19,"Drakes Bay, Chimney Rock LBS",MUSS,,39,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M19P00188,4/4/19,"Bodega Harbor, USCG Dock",MUSS,,43,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M19P00190,4/8/19,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M19P00198,4/8/19,"Tomales Bay, Lease #M430-15-M",MUSS,<,36,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M19P00199,4/7/19,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M19P00203,4/10/19,"Monterey Bay, Commercial Wharf",MUSW,,39,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M19P00206,4/10/19,Santa Cruz Wharf,MUSS,,41,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M19P00208,4/13/19,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M19P00209,4/14/19,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M19P00210,4/15/19,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M19P00220,4/11/19,Bean Hollow State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.2243,-122.4095
M19P00222,4/16/19,"Santa Cruz, Four Mile Beach",MUSW,<,34,Santa Cruz,"Sea Mussel, wild",Mytilus californianus,36.964055,-122.123653
M19P00223,4/17/19,Santa Cruz Wharf,MUSS,,46,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M19P00224,4/17/19,China Beach,MUSW,<,36,San Francisco,"Sea Mussel, wild",Mytilus californianus,37.787573,-122.494628
M19P00225,4/14/19,Pescadero State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M19P00226,4/19/19,"Bodega Harbor, USCG Dock",MUSS,<,35,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M19P00227,4/20/19,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M19P00228,4/21/19,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M19P00229,4/22/19,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M19P00236,4/22/19,"Drakes Bay, Chimney Rock LBS",MUSS,,44,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M19P00242,4/16/19,"Stinson Beach, Red Rock Beach",MUSW,,42,Marin,"Sea Mussel, wild",Mytilus californianus,37.888778,-122.633123
M19P00243,4/24/19,Santa Cruz Wharf,MUSS,,235,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M19P00244,4/28/19,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M19P00245,4/28/19,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M19P00250,4/29/19,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M19P00255,4/26/19,Muir Beach,MUSW,<,34,Marin,"Sea Mussel, wild",Mytilus californianus,37.859779,-122.578138
M19P00257,4/24/19,Bean Hollow State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.2243,-122.4095
M19P00259,5/1/19,Santa Cruz Wharf,MUSS,,231,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M19P00260,4/30/19,"Monterey Bay, Commercial Wharf",MUSW,,45,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M19P00261,5/5/19,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M19P00262,5/5/19,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M19P00266,5/5/19,"Santa Cruz, Four Mile Beach",MUSW,,68,Santa Cruz,"Sea Mussel, wild",Mytilus californianus,36.964055,-122.123653
M19P00267,5/6/19,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M19P00272,5/7/19,"Drakes Bay, Chimney Rock LBS",MUSS,,41,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M19P00273,5/8/19,Santa Cruz Wharf,MUSS,,67,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M19P00274,5/7/19,"Monterey Bay, Commercial Wharf",MUSW,,38,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M19P00275,5/7/19,"Bodega Harbor, USCG Dock",MUSS,<,33,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M19P00276,5/12/19,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M19P00277,5/12/19,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M19P00278,5/13/19,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M19P00282,5/8/19,Pillar Point,MUSW,<,36,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M19P00293,5/11/19,Pescadero State Beach,MUSW,,38,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M19P00294,5/14/19,"Monterey Bay, Commercial Wharf",MUSW,<,35,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M19P00296,5/15/19,Santa Cruz Wharf,MUSS,,43,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M19P00297,5/15/19,"Monterey, Point Joe",MUSW,<,35,Monterey,"Sea Mussel, wild",Mytilus californianus,36.609098,-121.959517
M19P00298,5/19/19,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M19P00299,5/19/19,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M19P00304,5/20/19,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M19P00310,5/22/19,Santa Cruz Wharf,MUSS,,36,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M19P00312,5/23/19,Schoolhouse Beach,MUSW,,40,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.375,-123.079084
M19P00313,5/23/19,"Bodega Harbor, USCG Dock",MUSS,,38,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M19P00314,5/23/19,"Drakes Bay, Chimney Rock LBS",MUSS,<,35,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M19P00318,5/27/19,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M19P00319,5/27/19,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M19P00320,5/28/19,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M19P00326,5/29/19,Santa Cruz Wharf,MUSS,,48,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M19P00328,6/2/19,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M19P00329,6/2/19,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M19P00333,6/3/19,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M19P00340,6/5/19,Santa Cruz Wharf,MUSS,,66,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M19P00342,6/6/19,"Drakes Bay, Chimney Rock LBS",MUSS,,248,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M19P00343,6/7/19,"Bodega Harbor, USCG Dock",MUSS,<,33,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M19P00344,6/7/19,Schoolhouse Beach,MUSW,,42,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.375,-123.079084
M19P00345,6/9/19,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M19P00346,6/9/19,"Tomales Bay, Lease #M430-15-M",MUSS,,33,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M19P00349,6/10/19,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M19P00358,6/6/19,Pillar Point,MUSW,,42,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M19P00359,6/10/19,"Monterey Bay, Commercial Wharf",MUSW,,40,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
